424	PROSID CENTRE (HT)	SidérurQie	5829	5662
425	STMT (14)	Trans/ort	4299	5551
426	STE PROMOTION INDUSTRIS METALLI- UES	IMM	5576	5512
427	STE SERVICES MAITRISE RIS- UES IND	Serxices	2946	5483
428	PLASTEgA	Industrie	4596	5423
429	CENTRE PIECES INDUSTRIELLE AUTO	Commerce	5679	5375
430	CENTRE INFORMATI- UE MINISTERE FINANCES	SerxvInJormatipue	4257	5301
431	SIDILEC INTERNATIONAL	IEE	4364	5278
432	POLE GHA*ALA TECHNOLOGIES COMMUNICATION	Serxices	4272	5270
433	HANNIBAL TOURS (16)	Tourisme H' tellerie	5330	5193
434	DAMAg SHIPPING	Serxices	4500	5167
435	SOTUPA	Industrie	4800	5100
436	STE ELAN PLUS	Cuir et C. aussure	4557	5088
437	GROUPE APEM TUNISIE	Electricité	3545	5019
438	CENTRE ETUDE RECHERCHE TELECOMq	Télécommunications	5797	5001
439	STE AGROALIMENTAIRE TUNISIE	IAA	3500	5000
440	TUNISIE FARINE (8)	IAA	4000	5000
441	INTERNATIONAL CONFECTION	Te tile	3471	4970
442	SOCIETE AL gHOUTAF ONDULE	EmKallaQe	4277	4917
443	PHILBERT TUNISIE	Industrie	6010	4900
444	STE REGIONALE TRANSPORT BEZA	Trans/ort	3957	4887
445	gINGFLEh  gAIROUAN	Indq/. armaceutipue	3815	4872
446	STE REGIONALE TRANSPORT gASSERINE	Trans/ort	4412	4710
447	STE INDUSTRIELLE LINGERIE	Te tile	4410	4675
448	PLASTIFILM SqAq	Industrie	4200	4670
449	STE LE MEUBLE	MeuKles	3724	4620
450	AGRINVEST	IAA		4501
451	FLEhIPACg	EmKallaQe	3500	4500
452	SERVICOM	Télécommunications	3508	4383
453	STTg HAMMAM BOURGUIBA	Tourisme	6747	4365
454	STE IMMOBILIERE NOTRE DAME	ImmoKilier	19707	4301
455	SOCIETE FORUM LIVII	Te tile	2945	4284
456	SIMONE TEhTILE	Te tile	4587	4266
457	ENTREPRISE MOHAMED HSAN	Trans/ort	4494	4207
458	STE GLE ORGANISATION PROMOq EhPOSITIONS SOGEFOIRES	Serxices		4200
459	IMMOBILIERE LW& ILLET	ImmoKilier		4188
460	SILEh EhPORT	Te tile	3922	4000
461	E**ITOUNA SUPER MARCHE	Commerce	5410	3993
462	STE EhPANSION LITERIE MATELASSERIE	Industrie	3319	3980
463	FITOLINA	Industrie	7891	3975
464	COMPAGNIE TUNISIE MEUBLE	Industrie	2987	3937
465	SOFCASUD (14)	MCCV	3480	3885
466	POLb PLAST	Plastipue	3649	3860
467	SOCIETE TUNq INVESTISSEMENT TUNINVEST	Finance	2407	3852
468	ENERSbSvASSAD	Industrie		3808
469	STE TNNE E- UIPEMENT	Industrie	3503	3804
470	AGENCE FONCIERE AGRICOLE	Serxices	3891	3802
471	STE TOURISTI- UE MOURADI TO*EUR (9)	Tourisme H' tellerie	3436	3793
472	PARC ACTIVITES ECONOMI- UES BI*ERTE	Serxices	3420	3777
473	OLIVOLIO	Industrie	3523	3755
474	INSTq COMPETITIVITE ETUDES - UANTITATIVES	Economie Social Etudes	3275	3686
475	STE MISE VALEUR DEVELOPq AGRICOLE ’ RAOUDHA’  (2)	IAA	3062	3666
476	STE TNNE TRICOTAGE ET CONFECTION	Te tile	3428	3574
477	CAP BON FRIGORIFI- UE PLUS	IAA	3657	3508
478	STE REGIONALE TRANSPORT ZENDOUBA	Trans/ort	3529	3487
479	STE DOUh FIL	Industrie	2628	3449
480	SLAMA HUILES (13)	IAA	2633	3439
481	MAHDIA CORSETERIE	Te tile	2697	3422
482	CAP BON FRIGORIFI- UE PLUS	IAA	3600	3400
483	COMPUNET	SerxvInJormatipue	3731	3394
484	BUANDERIE CENTRALE EL MOURADI (10)	Tourisme	6715	3357
485	OFFICE THERMALISME	T. ermalisme	2696	3357
486	SPTM CAP MAHDIA (9)	Tourisme	3575	3327
487	OFFICE DEVELOPPEMENT RZIM MAATOUG gEBILI		3413	3247
488	STE INDUST COMMERCIALE BOIS	Commerce	3482	3244
489	DUMMEL	Te tile	3060	3205
490	LE CAVALIER	Te tile	4749	3200
491	BRObAGE ENSACHAGE PRODq PRODUITS CHIMI- UES	C. imie	4000	3200
492	FONDATION NAT AMELIORATION RACE CHEVALq	ElexaQe	3005	3195
493	MAGHREB COMPTEURS	IME	5423	3183
494	ALIF	Mines énerQie	2695	3021
495	BOULANGERIE VIENNOISERIE MEDITERRq (8)	IAA	3000	3000
496	MANUFACTURE TNNE VERNIS (8)	C. imie	3000	3000
497	E- UIPEMENT HbDRAULI- UE	Industrie	3000	3000
498	SOCIETE Y IDED IMPORT EhPORT (8)	Serxices	1000	3000
499	IMMOBILIERE DE LA LIBERTE (15)	Industrie	3000	3000
500	ALLIANCE TECHNOLOGIE (15)	Monetipue		3000
501	STABbL TUNISIE	Te tile	2200	3000
502	STE BELgHIRIbA INDUSTq (SBI ORMA*ABAL)	Industrie	3598	2968
503	UNION FINANCIERE (11)	Finance	1411	2889
504	IMMOBILIERE LA CONCORDE	ImmoKilier		2852
505	BOMAR	MCCV	2493	2844
506	OFFICE DEVELOPPEMENT SUD	Serxices	2702	2833
507	GOLDEN bASMIN (16)	Tourisme	2811	2790
508	AMINA	Assurances	2754	2790
509	METAL INDUSTRIE	IndvMetallipue	2827	2761
510	LE LOGEMENT	ImmoKilier	6086	2675
511	STE SACEMA	Electr Mecanipue	1559	2654
512	SPT (HOTEL MEHARI DOU*)(16)	Tourisme	2880	2629
513	STE MODERNE CUIRS PEAUh	Industrie	2568	2566
514	SOCIETE RACING HORSE	Te tile	2000	2562
515	ACE	Commerce		2502
516	MESZED AISSA CONFECTION MACO	Te tile	3128	2491
517	STIP PLASTI- UE	Plastipue	3504	2481
518	ASSURCREDIT	Assurances	1993	2443
519	COGITELA	EmKallaQe		2441
520	STE SICOVET	Te tile	2154	2225
521	GEELEC	Commerce		2222
522	OMNIUM CHIMI- UE MAGHREBIN	C. imie	2229	2195
523	DELTA PLASTIC	Plastipue	1595	2188
524	GHARIANI AUTO	Commerce	2988	2177
525	AGENCE NAT CERTIFq ELECTRONI- UE	Serxices	1841	2132
526	MESY A TUNISIE	Industrie		2107
527	OFFICE LOGEMENTS PERSONNELS MINISTERE EDUCATION	Serxices	2073	2090
528	GROUPE LAMIRI	Te tile	2379	2074
529	DOMOTECH SA	Serxices	1755	2067
530	SOCIETE INDUSTRIELLE LINGERIE	Te tile	2182	2031
531	SOFIG	IAA	3028	2004
532	STE ARABE DE PROMOTION IMMOBILIERE	IAA	1900	2000
533	COMPAGNIE TRANSPORT Y IDED DITE	Trans/ort	2000	2000
1  G  ROUPE CHIMI- UE TUNISIEN C. imie	1733000
2 GROUPE ELLOUMI IEE	1340000
3 ENT TNNE ACTq PETROLIERES ETAP Pétrole Dérixés	838698
4 NOUVELAIR Trans/ort	446619
5 TUNISIE TELECOM (X) Télécommunications	281740
6 LEONI TUNISIE SA IndvElectripue	257000
7 BENETTON TUNISIA SARL (X) Te tile	256086
8 ZOHNSON CONTROLS TUNISIA Electronipue	249297
9 GROUPE ONE TECH Electronipue	245000
10 GROUPE ZAL TUNISIE Cuir et C. aussure  171309	
11 POULINA GROUP HOLDING(HTVA) IAA	156044
12 STE CHIMI- UE ALgIMIA (X) C. imie	127000
13 STE TNNE IND RAFFINAGE  STIR Pétrole Dérixés	122000
14 COMPTOIR NAT TUNISIEN (X) Commerce	118127
15 STE SOTUGAT EnerQie	108251
16 GROUPE LOUgIL IndvMeta InJo Auto	105000
17 MANUFACTORING INTER COMPAGNIE Te tile	98887
18 TUNISIE CABLES IEE	94300
19 GROUPE NOURI CHAABANE BTP	88881
20 STE ASSEMBLAGE ELEC v ELECTRO (SAEE) IEE	85000
21 GROUPE ALTEA PACgAGING (HT) EmKallaQe	83786
22 CIE PHOSPHATES GAFSA Mines	81686
23 STE TNNE FILTRES Industrie	81000
24 GROUPE CONDITIONq HUILES OLIVES Industrie	78801
25 ASTEEL ELECTRONI- UE TUNISIE Electronipue	77000
26 GROUPE DEMCO Te tile	75752
27 GROUPE SLAMA IAA	73156
28 UFI GROUP Finance Ind Tourisme	72866
29 GROUPE HAMROUNI Industrie	71876
30 STE CONST METALq NAVALES IND IME	71000
31 Grou/e HAMMAMI MCCV	68747
32 GROUPE FOURATI IAA Ind Serxices	66700
33 FUBA PRINTED CIRCUITS TUNISIE SA IEE	61800
34 STE NAT DISTRIBq PETROLE AGIL  Pétrole Dérixés	57000
35 Y ASHING INTERNATq CIE Te tile	56862
36 STE COMMERCE INTERNAT TSIE NéQoce	54190
37 GROUPE ASSAD Industrie	53600
38 SANCELLA TUNISIE Industrie	52000
39 CIE TNNE RESSORTS  LAMES Industrie	51367
40 STE CABLAGES VEHICULES IEE	48569
41 STE TNNE MINOTq  SEMOULERIE IAA	44383
42 STE TUNvANDALOUSE CIMENT BLANC SOTACIB MCCV	43039
43 STE TNNE IND PNEUMATI- UE Pneumatipue	39024
44 STE TNNE CHOCOLATq CONFISERIE SOTUCHOC IAA	39000
45 ALBATEh Te tile	36980
46 STE AUTO CABLES TUNISIE Electronipue	36900
47 CHO CAMPANb Industrie	36281
48 STE TNNE ELECTR GA* STEG EnerQie	31400
49 TOTAL TUNISIE Pétrole Dérixés	31217
50 MANUFACTURE PRODq CHIMI- UES C. imie	31000
51 MEDITTERRANEAN FOOD IND Industrie		30000
52 CIMENTS DWOUM EL gELIL MCCV		29647
53 TTE INTERNATIONAL Electro Mecanipue		28700
54  INDq ALIMENTAIRES TSIE IAA		28000
55 CARTHAGO CERAMIC MCCV		27143
56 MAR- UARDT AUTOMOTIVE TSIE IEE		27000
57 TSIE PROFILES ALUMINUM Industrie		26628
58 GROUPE TRIgI Industrie IAA		26300
59 LA POSTE TUNISIENNE Serxices		25487
60 GROUPE STPA C. imievElectricité		25000
61 TUNIS RE Réassurance		24288
62 FILATURE ITALIENNE Te tile		24000
63 GRANUPHOS SA C. imie		23661
64 TOPEgA Te tile		23512
65 SLAMA FRERES Industrie		23436
66 BRASLAM Commerce		22357
67 CAROSSERIES AUTO MATERIELS ELEVq IME		21481
68 GIAS IAA		21205
69 TELNET (X) InJormatipue		21200
70 STE TNNE BISCUITERIE SOTUBI IAA		20500
71 CHRISTINE CONFECTION Te tile		20486
72 GROUPE MOHSEN HACHICHA DIVERS		20000
73 CONFISERIE TRIgI MOULIN IAA		19863
74 FILATURE MAHDIA Te tile		19437
75 LES CIMENTS BI*ERTE MCCV		19344
76 SOFI PECHE IAA		18940
77 CAIR TUNISIE IndvP. armaceutipue		18632
78 SOMOCER MCCV		18566
79 MEDITERRANIAN IND GROUP IMM		18000
80 STE IND AMORTISSEURS Industrie		17231
81 COGITEL (X) Industrie		15552
82 EFFE 1 C. aussures		14050
83 OTI TUNISIE Trans/ort		14000
84 SONEDE E /l ô  Dist Eau		13915
85 STE ALTRAD TUNISIE Ind Méc Métallipue		13671
86 CIMENTS ARTIFICIELS TUNq MCCV		13357
87 ITALOvTNNE EhPLOITq PETROLIERE Mines énerQie		13160
88 CALEMBO (X) IAA		13000
89 GROUPE GHALI Industrie		12500
90 DEMCO gNITY EAR Te tile		12359
91 ELEONETECH Electro Mécanipue		12300
92 UNIPACg Industrie		12149
93 CONFECTION RAS ZEBEL Te tile		11758
94 GROUPE ABOU Y ALID Industrie		10550
95 AIR LI- UIDE TUNISIE C. imie		10441
96 CIE GHORBEL EhPORTATION Commerce		10136
97 UNPA (LWEPI DWOR) IAA		10000
98 ENFAVET Te tile		9089
99 GROUPE BONNA TUNISIE (X) BTP		9046
100 STE TNNE EhPLOSIFS MUNITIONS Industrie		9001
101 MEUNIERE TUNISIENNE IAA		9000
102 GROUPE AMORIM Industrie		8961
103 TECHNIPLAST INDUSTRIE Electronipue		8900
104 NCI MCCV		8839
105 IND APPAREILLAGE MATq ELECTR (X) Industrie		8700
106 ISALbS Te tile		8615
107 GROUPE ISA Te tile		8530
108 STE EMBALLAGE SAHEL EmKallaQe		8526
109 STE CIMENTS GABES MCCV		8515
110 SOTEFI Fournitures Scolaires		8376
111 MAMI (X) Te tile		8297
112 TRAPSA Trans/ort Qa oduc		8200
113 STE CONSERVE ALIMENTq PRODq CAP BON IAA		8091
114 ADVENTURE LAND PLATE FORME Te tile		7953
115 LES CIMENTS DWENFIDHA MCCV		7930
116 SOFAP MCCV		7899
117 SIPS MCCV		7855
118 SOMATRAvGET BTP		7833
119 TUNISIE LAIT IAA		7626
120 COMETE ENGINEERING Serxices		7330
121 STE TNNE VERRIERE v SOTUVER Industrie		7304
122 GIT Commerce		7285
123 STE IFRIgbA HOLDING SARL Te tile		7204
124 BôB TRICOT Te tile		7200
125 IFEHUILE Industrie		7104
126 ARABE IND PHARMACEUTI- UES IndvP. armaceutipue		7000
127 GROUPE OhIA SerxvInJormatipue		6877
128 SOCIETE AL gHOUTAF Industrie		6603
129 TOP FINITION Te tile		6602
130 STE LA GRIFFE Te tile		6600
131 RO*ATEh Te tile		6600
132 CARTONNERIE TUNISIENNE Industrie		6566
133 ZAEGER CONTROLS TUNISIA SA Instruments mesure		6495
134 LAFPROM TUNISIE Te tile		6298
135 GROUPE MSFvROTOPLAST C. imie		6250
136 SOBITEh Te tile		6140
137 STE TNNE EMBALLAGES MODERNES Industrie		5859
138 AMC ERNST ô  bOUNG Audit Conseil		5500
139 PLASTIC SFAh EmKallaQe		5400
140 SIDILEC INTERNATIONAL IEE		5278
141 LES CIMENTS DE ZBEL EL OUST MCCV		5160
142 LES GRANDS ATELIERS NORD Industrie		5108
143 SOMEFvTUNISIE IEE		5033
144 STE IND CONSERVES ALIMENT IAA		5028
145 STE IND PHARMACEUTI- UES TUNISIE IndvP. armaceutipue		5024
146 GROUPE APEM TUNISIE AssemKlaQe électrq		5019
147 LES IND ALIMENTAIRES RANDA IAA		5000
148 STE ACROALIMENTAIRE DE TUNISIE IAA		5000
149 FRIES TUNISIE Te tile		4970
150 STE ELAN PLUS Cuir et C. aussure		4868
151 PROSID	SidérurQie	4630
152 STE PROMOq IND METALLI- UES (X)	Industrie	4619
153 EMS	MCCV	4600
154 LES ATELIERS MECANI- UES IND	Industrie	4502
155 AGRINVEST	IAA	4501
156 SOCIETE FORUM LIVII	Te tile	4284
157 SIMONE TEhTILE	Te tile	4266
158 GROUPE ALMIA REFRIGERATION	Industrie	4141
159 SILEh EhPORT	Te tile	4000
160 GROUPE ADVANCED EvTECHNq AeTECH	TIC	3967
161 STMT	Trans/ort	3830
162 PARC ACTq ECONOMI- UES BI*ERTE	E /ort	3758
163 OLIVOLIO	Industrie	3755
164 STE TNNE TRICOTAGE CONFECTION	Te tile	3574
165 SANIMED	Industrie	3536
166 CAP BON FRIGORIFI- UE PLUS		3508
167 MIB	Commerce	3423
168 MAHDIA CORSETERIE	Te tile	3422
169 INTEGRA PARTNERS	Finance	3244
170 DUMMEL	Te tile	3205
171 LE CAVALIER	Te tile	3200
172 CIE AFRICAINE PEINTURES	C. imie	3196
173 GROUPE IGL	SerxvInJormatipue	3191
174 SLAMA HUILES	IAA	3017
175 OFFICE AVIATION CIVILE AEROPORTS OACA	Trans/ort aérien	3000
176 Ets Mq LOUgIL et Cie	Commerce matq aQricq	3000
177 STE Y IDED IMPORT EhPORT	Trans/ort	3000
178 GIF FILTER (X)	IMM	2918
179 Axiation TraininQ Center Tunisia	Serxices	2886
180 STE SACEMA	Electr Mécanipue	2654
181 SOCIETE RACING HORSE	Te tile	2562
182 STRAMICA (STRAMIFLEh)	Ind du Bois	2559
183 FITOLINA	Industrie	2559
184 UNION INTER  FILATURE	Te tile	2493
185 MESZED AISSA CONFECTq MACO	Te tile	2491
186 STE IND LINGERIE	Te tile	2482
187 GROUPE STIVEL	Te tile	2394
188 IND FABRq COLLE ET DERIVES	C. imie	2348
189 STE  IND TRANSFORMATION	Peinture	2310
190 STE SICOVET	Te tile	2225
191 ALMIA REFRIGERATION	Industrie	2137
192 ALIF	Mines EnerQie	2077
193 SOFIG	IAA	2004
194 BSB SA	Commq Bureautipue	2000
195 RAFFINERIE	Industrie	1890
196 STE NUTRITION ANIMALE	IAA	1769
197 REGIE NAT TABACS ALLUMETTES	IAA	1600
198 MEDCOM	Télécommunications	1600
199 ABOU Y ALID TRADING	Industrie	1598
200 LES VIGNERONS CARTHAGE v UCCV	IAA	1500
